co_oferta,curso,universidade,cidade,uf,nota_21_01,nota_22_01
369037,PEDAGOGIA,IFSP,Boituva,SP,632.28,646.0
369097,PEDAGOGIA,IFSP,São Roque,SP,634.58,636.8
369057,PEDAGOGIA,IFSP,Jacareí,SP,640.34,651.22
369071,PEDAGOGIA,IFSP,Sorocaba,SP,655.8,656.74
356089,PEDAGOGIA,IFTO,Porto Nacional,TO,654.3,654.3
356121,PEDAGOGIA,IFTO,Colinas do Tocantins,TO,684.72,684.72
357818,PEDAGOGIA,ISEPAM,Campos dos Goytacazes,RJ,546.98,571.64
357819,PEDAGOGIA,ISEPAM,Campos dos Goytacazes,RJ,561.32,569.12
367557,PEDAGOGIA,ISERJ,Rio de Janeiro,RJ,599.36,612.36
367558,PEDAGOGIA,ISERJ,Rio de Janeiro,RJ,615.58,625.15
367556,PEDAGOGIA,ISERJ,Rio de Janeiro,RJ,640.0,651.45
349993,PEDAGOGIA,UDESC,Florianópolis,SC,630.56,652.54
349980,PEDAGOGIA,UDESC,Florianópolis,SC,679.32,662.92
362993,PEDAGOGIA,UEAP,Macapá,AP,673.47,675.33
359262,PEDAGOGIA,UEFS,Feira de Santana,BA,621.9,629.4
344834,PEDAGOGIA,UEL,Londrina,PR,660.48,656.96
344838,PEDAGOGIA,UEL,Londrina,PR,669.12,674.92
349474,PEDAGOGIA,UEM,Cianorte,PR,630.16,633.74
349473,PEDAGOGIA,UEM,Maringá,PR,652.6,659.98
349520,PEDAGOGIA,UEM,Maringá,PR,666.14,666.14
356003,PEDAGOGIA,UEMG,Campanha,MG,560.94,572.76
355990,PEDAGOGIA,UEMG,Ituiutaba,MG,570.58,572.7
355921,PEDAGOGIA,UEMG,Leopoldina,MG,575.84,587.7
355973,PEDAGOGIA,UEMG,Cláudio,MG,596.36,603.62
355845,PEDAGOGIA,UEMG,Barbacena,MG,596.92,610.22
355848,PEDAGOGIA,UEMG,Carangola,MG,597.2,597.2
355974,PEDAGOGIA,UEMG,Ibirité,MG,600.8,610.82
355874,PEDAGOGIA,UEMG,Ibirité,MG,603.9,618.9
355947,PEDAGOGIA,UEMG,Ubá,MG,604.26,604.26
355967,PEDAGOGIA,UEMG,Belo Horizonte,MG,618.76,638.34
356007,PEDAGOGIA,UEMG,Divinópolis,MG,624.38,642.14
355966,PEDAGOGIA,UEMG,Poços de Caldas,MG,630.84,633.18
355952,PEDAGOGIA,UEMG,Passos,MG,630.88,633.58
355977,PEDAGOGIA,UEMG,Belo Horizonte,MG,639.12,648.32
355955,PEDAGOGIA,UEMG,Divinópolis,MG,642.14,643.42
355914,PEDAGOGIA,UEMG,Belo Horizonte,MG,646.02,654.52
357078,PEDAGOGIA,UEMS,Maracaju,MS,466.61,501.9
357080,PEDAGOGIA,UEMS,Dourados,MS,551.55,594.22
357079,PEDAGOGIA,UEMS,Paranaíba,MS,579.33,590.5
357077,PEDAGOGIA,UEMS,Campo Grande,MS,623.32,634.13
357849,PEDAGOGIA,UENF,Campos dos Goytacazes,RJ,627.46,631.91
351608,PEDAGOGIA,UENP,Cornélio Procópio,PR,572.88,589.5
351586,PEDAGOGIA,UENP,Jacarezinho,PR,574.08,594.96
351614,PEDAGOGIA,UENP,Jacarezinho,PR,619.0,643.7
349868,PEDAGOGIA,UEPB,Campina Grande,PB,586.18,594.92
349844,PEDAGOGIA,UEPB,Guarabira,PB,618.92,622.02
349901,PEDAGOGIA,UEPB,Campina Grande,PB,621.3,626.8
349816,PEDAGOGIA,UEPB,Guarabira,PB,623.57,623.7
366278,PEDAGOGIA,UERGS,São Luiz Gonzaga,RS,529.62,567.09
366264,PEDAGOGIA,UERGS,Cruz Alta,RS,619.02,635.57
366282,PEDAGOGIA,UERGS,Osório,RS,630.04,615.09
366265,PEDAGOGIA,UERGS,São Francisco de Paula,RS,N/A,506.8
346010,PEDAGOGIA,UERN,Açu,RN,606.11,614.86
346015,PEDAGOGIA,UERN,Patu,RN,618.35,623.31
346413,PEDAGOGIA,UERN,Mossoró,RN,634.51,640.93
346019,PEDAGOGIA,UERN,Pau dos Ferros,RN,638.96,639.31
346414,PEDAGOGIA,UERN,Mossoró,RN,639.67,641.4
357514,PEDAGOGIA,UESB,Jequié,BA,592.87,599.95
357517,PEDAGOGIA,UESB,Itapetinga,BA,615.37,626.42
357516,PEDAGOGIA,UESB,Itapetinga,BA,615.54,587.56
357515,PEDAGOGIA,UESB,Jequié,BA,627.87,635.42
357513,PEDAGOGIA,UESB,Vitória da Conquista,BA,648.16,655.99
357512,PEDAGOGIA,UESB,Vitória da Conquista,BA,653.6,653.6
363139,PEDAGOGIA,UESPI,Uruçuí,PI,521.66,528.85
363140,PEDAGOGIA,UESPI,Oeiras,PI,541.36,541.94
363141,PEDAGOGIA,UESPI,Bom Jesus,PI,549.62,554.73
363126,PEDAGOGIA,UESPI,Floriano,PI,553.75,546.66
363180,PEDAGOGIA,UESPI,Picos,PI,565.16,565.16
363175,PEDAGOGIA,UESPI,Campo Maior,PI,568.55,573.79
362478,PEDAGOGIA,UESPI,Teresina,PI,586.15,591.36
362479,PEDAGOGIA,UESPI,Teresina,PI,586.7,600.23
362477,PEDAGOGIA,UESPI,Teresina,PI,607.53,610.39
363143,PEDAGOGIA,UESPI,Piripiri,PI,618.64,619.46
346708,PEDAGOGIA,UFAC,Cruzeiro do Sul,AC,593.99,599.6
346697,PEDAGOGIA,UFAC,Rio Branco,AC,606.52,604.81
362629,PEDAGOGIA,UFAL,Delmiro Gouveia,AL,583.96,589.7
362558,PEDAGOGIA,UFAL,Maceió,AL,594.12,600.3
362559,PEDAGOGIA,UFAL,Maceió,AL,599.1,604.36
362633,PEDAGOGIA,UFAL,Arapiraca,AL,610.36,627.36
362557,PEDAGOGIA,UFAL,Maceió,AL,617.88,621.64
368888,PEDAGOGIA,UFAM,Itacoatiara,AM,630.16,633.6
368780,PEDAGOGIA,UFAM,Manaus,AM,634.28,641.83
368779,PEDAGOGIA,UFAM,Manaus,AM,642.63,648.6
368853,PEDAGOGIA,UFAM,Parintins,AM,644.59,650.74
368835,PEDAGOGIA,UFAM,Humaitá,AM,656.61,636.68
368830,PEDAGOGIA,UFAM,Benjamin Constant,AM,678.55,665.28
347439,PEDAGOGIA,UFAPE,Garanhuns,PE,596.43,598.35
347438,PEDAGOGIA,UFAPE,Garanhuns,PE,608.73,613.16
361443,PEDAGOGIA,UFBA,Salvador,BA,634.6,642.8
361442,PEDAGOGIA,UFBA,Salvador,BA,637.84,647.0
365555,PEDAGOGIA,UFC,Fortaleza,CE,664.56,668.12
365602,PEDAGOGIA,UFC,Fortaleza,CE,668.12,670.94
352704,PEDAGOGIA,UFCA,Brejo Santo,CE,642.54,644.45
363026,PEDAGOGIA,UFCAT,Catalão,GO,598.41,604.36
351752,PEDAGOGIA,UFCG,Cajazeiras,PB,601.76,601.76
351734,PEDAGOGIA,UFCG,Cajazeiras,PB,608.7,614.9
351788,PEDAGOGIA,UFCG,Campina Grande,PB,616.0,621.62
351811,PEDAGOGIA,UFCG,Campina Grande,PB,622.04,628.56
347121,PEDAGOGIA,UFDPAR,Parnaíba,PI,628.38,631.76
346931,PEDAGOGIA,UFERSA,Angicos,RN,586.89,603.54
366249,PEDAGOGIA,UFES,São Mateus,ES,621.01,622.52
366082,PEDAGOGIA,UFES,Vitória,ES,645.01,649.56
366081,PEDAGOGIA,UFES,Vitória,ES,653.04,653.41
354890,PEDAGOGIA,UFF,Angra dos Reis,RJ,602.89,618.87
354891,PEDAGOGIA,UFF,Angra dos Reis,RJ,605.61,609.16
354953,PEDAGOGIA,UFF,Santo Antônio de Pádua,RJ,611.61,627.6
354323,PEDAGOGIA,UFF,Niterói,RJ,666.59,668.47
365965,PEDAGOGIA,UFFS,Chapecó,SC,586.06,589.08
365935,PEDAGOGIA,UFFS,Cerro Largo,RS,618.24,622.82
365966,PEDAGOGIA,UFFS,Erechim,RS,619.02,619.02
365930,PEDAGOGIA,UFFS,Realeza,PR,620.92,632.26
365964,PEDAGOGIA,UFFS,Chapecó,SC,N/A,610.78
365862,PEDAGOGIA,UFFS,Laranjeiras do Sul,PR,N/A,562.72
367762,PEDAGOGIA,UFG,Goiás,GO,650.46,662.63
367687,PEDAGOGIA,UFG,Goiânia,GO,669.35,676.82
367686,PEDAGOGIA,UFG,Goiânia,GO,679.9,681.04
350286,PEDAGOGIA,UFGD,Dourados,MS,601.3,603.96
355383,PEDAGOGIA,UFJ,Jataí,GO,565.26,580.7
355384,PEDAGOGIA,UFJ,Jataí,GO,592.93,599.33
356135,PEDAGOGIA,UFJF,Juiz de Fora,MG,681.8,681.96
356134,PEDAGOGIA,UFJF,Juiz de Fora,MG,696.2,702.96
369334,PEDAGOGIA,UFLA,Lavras,MG,644.31,661.4
347863,PEDAGOGIA,UFMA,Codó,MA,579.06,583.78
347819,PEDAGOGIA,UFMA,Imperatriz,MA,605.6,611.36
347837,PEDAGOGIA,UFMA,São Luís,MA,614.64,617.42
347827,PEDAGOGIA,UFMA,Imperatriz,MA,618.62,630.36
347919,PEDAGOGIA,UFMA,São Luís,MA,622.9,623.12
361196,PEDAGOGIA,UFMG,Belo Horizonte,MG,675.74,680.96
361197,PEDAGOGIA,UFMG,Belo Horizonte,MG,679.26,680.4
366553,PEDAGOGIA,UFMS,Naviraí,MS,620.76,633.41
366515,PEDAGOGIA,UFMS,Aquidauana,MS,648.15,658.03
366497,PEDAGOGIA,UFMS,Corumbá,MS,653.05,653.05
366583,PEDAGOGIA,UFMS,Campo Grande,MS,687.83,777.19
366491,PEDAGOGIA,UFMS,Campo Grande,MS,701.0,704.6
366501,PEDAGOGIA,UFMS,Três Lagoas,MS,713.88,687.83
366580,PEDAGOGIA,UFMS,Ponta Porã,MS,744.86,744.86
363501,PEDAGOGIA,UFMT,Cuiabá,MT,560.42,575.46
363500,PEDAGOGIA,UFMT,Cuiabá,MT,599.6,599.6
343218,PEDAGOGIA,UFNT,Araguaína,TO,569.44,584.36
349419,PEDAGOGIA,UFNT,Tocantinópolis,TO,645.99,645.99
365516,PEDAGOGIA,UFOP,Mariana,MG,561.88,575.32
365517,PEDAGOGIA,UFOP,Mariana,MG,594.94,607.5
365551,PEDAGOGIA,UFOP,Ipatinga,MG,597.66,606.58
365552,PEDAGOGIA,UFOP,Ipatinga,MG,636.34,642.32
354405,PEDAGOGIA,UFPB,Bananeiras,PB,554.24,562.56
354529,PEDAGOGIA,UFPB,Bananeiras,PB,573.94,577.6
354437,PEDAGOGIA,UFPB,Mamanguape,PB,574.7,575.64
354486,PEDAGOGIA,UFPB,João Pessoa,PB,574.88,585.7
354430,PEDAGOGIA,UFPB,João Pessoa,PB,594.22,601.52
354515,PEDAGOGIA,UFPB,João Pessoa,PB,595.6,599.16
364153,PEDAGOGIA,UFPE,Caruaru,PE,629.45,631.71
364085,PEDAGOGIA,UFPE,Recife,PE,656.08,658.14
363941,PEDAGOGIA,UFPE,Recife,PE,659.44,667.69
363944,PEDAGOGIA,UFPE,Recife,PE,675.79,676.15
360938,PEDAGOGIA,UFPEL,Pelotas,RS,575.02,587.88
360971,PEDAGOGIA,UFPEL,Pelotas,RS,595.98,609.42
368188,PEDAGOGIA,UFPI,Floriano,PI,541.27,549.13
368187,PEDAGOGIA,UFPI,Floriano,PI,560.45,569.18
368119,PEDAGOGIA,UFPI,Teresina,PI,579.01,584.15
368118,PEDAGOGIA,UFPI,Teresina,PI,582.73,595.39
368115,PEDAGOGIA,UFPI,Picos,PI,587.01,588.66
368117,PEDAGOGIA,UFPI,Teresina,PI,608.67,609.24
367028,PEDAGOGIA,UFPR,Curitiba,PR,678.2,677.82
367027,PEDAGOGIA,UFPR,Curitiba,PR,682.86,700.78
356218,PEDAGOGIA,UFR,Rondonópolis,MT,572.2,588.24
345844,PEDAGOGIA,UFRA,Belém,PA,749.55,757.22
347365,PEDAGOGIA,UFRB,Amargosa,BA,545.0,555.98
347404,PEDAGOGIA,UFRB,Amargosa,BA,559.42,566.5
350112,PEDAGOGIA,UFRGS,Tramandaí,RS,663.28,663.28
350163,PEDAGOGIA,UFRGS,Porto Alegre,RS,664.98,665.89
350122,PEDAGOGIA,UFRGS,Porto Alegre,RS,666.03,671.15
358944,PEDAGOGIA,UFRJ,Rio de Janeiro,RJ,701.63,706.64
358943,PEDAGOGIA,UFRJ,Rio de Janeiro,RJ,715.93,727.76
358942,PEDAGOGIA,UFRJ,Rio de Janeiro,RJ,743.43,746.99
367969,PEDAGOGIA,UFRN,Caicó,RN,613.64,617.85
367983,PEDAGOGIA,UFRN,Natal,RN,632.68,635.34
367982,PEDAGOGIA,UFRN,Natal,RN,635.97,636.34
356372,PEDAGOGIA,UFRPE,Recife,PE,617.98,628.73
356392,PEDAGOGIA,UFRPE,Recife,PE,627.13,630.38
346051,PEDAGOGIA,UFRR,Boa Vista,RR,604.61,604.61
369247,PEDAGOGIA,UFRRJ,Nova Iguaçu,RJ,633.95,642.97
369249,PEDAGOGIA,UFRRJ,Seropédica,RJ,643.18,647.3
369246,PEDAGOGIA,UFRRJ,Nova Iguaçu,RJ,647.5,656.05
365382,PEDAGOGIA,UFS,Itabaiana,SE,649.01,652.61
365339,PEDAGOGIA,UFS,São Cristóvão,SE,665.08,669.4
365338,PEDAGOGIA,UFS,São Cristóvão,SE,672.29,676.6
344151,PEDAGOGIA,UFSC,Florianópolis,SC,680.55,685.42
366110,PEDAGOGIA,UFSCAR,Sorocaba,SP,683.6,688.94
366128,PEDAGOGIA,UFSCAR,São Carlos,SP,686.88,687.44
366127,PEDAGOGIA,UFSCAR,São Carlos,SP,688.33,692.58
363571,PEDAGOGIA,UFSJ,São João del Rei,MG,632.02,633.17
361871,PEDAGOGIA,UFSM,Santa Maria,RS,638.86,652.16
361875,PEDAGOGIA,UFSM,Santa Maria,RS,659.58,665.64
367297,PEDAGOGIA,UFT,Miracema do Tocantins,TO,555.46,556.32
367160,PEDAGOGIA,UFT,Arraias,TO,559.22,561.44
367301,PEDAGOGIA,UFT,Palmas,TO,613.89,627.84
362208,PEDAGOGIA,UFU,Ituiutaba,MG,557.02,578.72
362207,PEDAGOGIA,UFU,Ituiutaba,MG,599.18,614.68
362177,PEDAGOGIA,UFU,Uberlândia,MG,657.92,658.79
362178,PEDAGOGIA,UFU,Uberlândia,MG,666.28,667.75
368613,PEDAGOGIA,UFV,Viçosa,MG,640.32,641.06
368415,PEDAGOGIA,UFVJM,Diamantina,MG,623.7,632.37
346746,PEDAGOGIA,UNB,Brasília,DF,665.52,673.71
346793,PEDAGOGIA,UNB,Brasília,DF,674.08,685.65
346248,PEDAGOGIA,UNEAL,União dos Palmares,AL,567.13,585.43
346254,PEDAGOGIA,UNEAL,Palmeira dos Índios,AL,605.03,620.23
346173,PEDAGOGIA,UNEAL,Santana do Ipanema,AL,622.1,636.43
346194,PEDAGOGIA,UNEAL,Arapiraca,AL,644.62,644.62
367015,PEDAGOGIA,UNEB,Eunápolis,BA,556.51,566.23
366783,PEDAGOGIA,UNEB,Serrinha,BA,598.35,606.9
366947,PEDAGOGIA,UNEB,Seabra,BA,601.73,607.29
366784,PEDAGOGIA,UNEB,Serrinha,BA,603.89,604.11
366990,PEDAGOGIA,UNEB,Lauro de Freitas,BA,605.43,614.56
366780,PEDAGOGIA,UNEB,Barreiras,BA,608.54,608.7
366776,PEDAGOGIA,UNEB,Juazeiro,BA,612.3,609.64
366781,PEDAGOGIA,UNEB,Barreiras,BA,613.56,624.75
366778,PEDAGOGIA,UNEB,Senhor do Bonfim,BA,614.46,614.56
366782,PEDAGOGIA,UNEB,Teixeira de Freitas,BA,616.08,621.61
366790,PEDAGOGIA,UNEB,Bom Jesus da Lapa,BA,618.31,636.0
366777,PEDAGOGIA,UNEB,Juazeiro,BA,619.75,634.66
366791,PEDAGOGIA,UNEB,Bom Jesus da Lapa,BA,620.69,620.69
366964,PEDAGOGIA,UNEB,Brumado,BA,623.91,636.41
366779,PEDAGOGIA,UNEB,Paulo Afonso,BA,628.66,635.03
366788,PEDAGOGIA,UNEB,Valença,BA,630.4,637.56
366786,PEDAGOGIA,UNEB,Guanambi,BA,640.04,652.69
366787,PEDAGOGIA,UNEB,Itaberaba,BA,642.21,647.7
366785,PEDAGOGIA,UNEB,Guanambi,BA,643.08,652.18
366775,PEDAGOGIA,UNEB,Salvador,BA,660.1,660.45
366772,PEDAGOGIA,UNEB,Salvador,BA,671.55,679.26
366773,PEDAGOGIA,UNEB,Salvador,BA,672.7,672.78
366789,PEDAGOGIA,UNEB,Irecê,BA,684.5,679.2
356248,PEDAGOGIA,UNEMAT,Cáceres,MT,563.19,573.22
356254,PEDAGOGIA,UNEMAT,Sinop,MT,579.98,587.04
356448,PEDAGOGIA,UNEMAT,Juara,MT,N/A,477.17
367619,PEDAGOGIA,UNESPAR,Paranaguá,PR,575.04,583.56
367565,PEDAGOGIA,UNESPAR,Paranavaí,PR,584.82,600.25
367580,PEDAGOGIA,UNESPAR,União da Vitória,PR,599.01,622.08
367566,PEDAGOGIA,UNESPAR,Paranavaí,PR,602.81,608.15
367620,PEDAGOGIA,UNESPAR,Paranaguá,PR,603.13,606.32
367571,PEDAGOGIA,UNESPAR,Campo Mourão,PR,605.44,595.55
367572,PEDAGOGIA,UNESPAR,Campo Mourão,PR,615.06,615.06
367579,PEDAGOGIA,UNESPAR,União da Vitória,PR,622.08,616.45
367630,PEDAGOGIA,UNESPAR,Apucarana,PR,627.68,627.68
345907,PEDAGOGIA,UNICENTRO,Prudentópolis,PR,536.88,545.84
345913,PEDAGOGIA,UNICENTRO,Guarapuava,PR,563.88,588.27
345892,PEDAGOGIA,UNICENTRO,Irati,PR,583.02,583.02
345893,PEDAGOGIA,UNICENTRO,Guarapuava,PR,595.18,598.59
345909,PEDAGOGIA,UNICENTRO,Chopinzinho,PR,N/A,N/A
345870,PEDAGOGIA,UNICENTRO,Coronel Vivida,PR,N/A,N/A
342882,PEDAGOGIA,UNIFAL-MG,Alfenas,MG,640.08,657.78
360693,PEDAGOGIA,UNIFESP,Guarulhos,SP,678.82,681.32
360692,PEDAGOGIA,UNIFESP,Guarulhos,SP,679.02,682.28
350430,PEDAGOGIA,UNIFESSPA,Marabá,PA,623.3,625.26
354106,PEDAGOGIA,UNILAB,Redenção,CE,769.29,769.29
345072,PEDAGOGIA,UNIMONTES,Paracatu,MG,596.46,618.6
345107,PEDAGOGIA,UNIMONTES,Brasília de Minas,MG,608.46,610.65
345079,PEDAGOGIA,UNIMONTES,Almenara,MG,609.31,611.35
345102,PEDAGOGIA,UNIMONTES,Pirapora,MG,609.75,611.38
345114,PEDAGOGIA,UNIMONTES,Januária,MG,611.99,621.33
345113,PEDAGOGIA,UNIMONTES,Espinosa,MG,638.9,638.9
345105,PEDAGOGIA,UNIMONTES,Janaúba,MG,649.59,650.51
344842,PEDAGOGIA,UNIMONTES,Montes Claros,MG,651.86,650.36
345077,PEDAGOGIA,UNIMONTES,Montes Claros,MG,665.06,665.51
353511,PEDAGOGIA,UNIOESTE,Francisco Beltrão,PR,583.78,592.73
353512,PEDAGOGIA,UNIOESTE,Francisco Beltrão,PR,599.8,619.96
353380,PEDAGOGIA,UNIOESTE,Cascavel,PR,618.65,619.58
353379,PEDAGOGIA,UNIOESTE,Cascavel,PR,624.34,623.03
353522,PEDAGOGIA,UNIOESTE,Foz do Iguaçu,PR,641.11,662.58
347054,PEDAGOGIA,UNIPAMPA,Jaguarão,RS,N/A,N/A
364478,PEDAGOGIA,UNIRIO,Rio de Janeiro,RJ,618.6,625.0
364509,PEDAGOGIA,UNIRIO,Rio de Janeiro,RJ,630.38,642.14
353575,PEDAGOGIA,UPE,Nazaré da Mata,PE,610.8,616.9
353605,PEDAGOGIA,UPE,Petrolina,PE,614.98,615.78
353606,PEDAGOGIA,UPE,Petrolina,PE,623.68,627.28
353585,PEDAGOGIA,UPE,Garanhuns,PE,635.82,638.38
